ANALYTE_ACCESSION	ANALYTE_PREFERRED	CLUSTER_SUBUNIT_GENE_IDS	CLUSTER_SUBUNIT_GENE_SYMBOLS	CLUSTER_SUBUNIT_UNIPROT_IDS	CLUSTER_SUBUNIT_UNIPROT_NAMES	GENE_ADDITIONAL_NAMES	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	IX_SYNONYMS	LINK	MESH_ID	MESH_NAME	OFFICIAL_GENE_NAME	OMIM_ID	ORTHOLOG_IDS	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	PROTEIN_ONTOLOGY_URL	SHEN_ORR_ID	TAXONOMY_ID	TYPOGRAPHICAL_VARIATIONS	UNIPROT_ALT_PROT_NAMES	UNIPROT_ID	UNIPROT_PROTEIN_NAME	UNIQUE_ID
ANA67	CXCL17					dendritic cell and monocyte chemokinelike protein;VEGF coregulated chemokine 1;CXC motif chemokine 17;	DMC;VCC1;Dcip1;VCC-1;UNQ473;	284340	HGNC:19232	CXCL17	cxcl-17;vcc-1;vegf co-regulated chemokine 1;cxcl17;vcc1;dmc;unq473;mgc138300;dcip1;chemokine (c-x-c motif) ligand 17;c-x-c motif chemokine 17;dendritic cell and monocyte chemokine-like protein;	http://www.ncbi.nlm.nih.gov/gene/?term=284340	-	-	chemokine (C-X-C motif) ligand 17	611387	232983	PR:000001805	VEGF co-regulated chemokine 1	DMC;dendritic cell and monocyte chemokine-like protein;13.6 kDa protein;CXCL17;VCC1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001805	287	9606	-	C-X-C motif chemokine 17;Dendritic cell and monocyte chemokine-like protein;DMC;	VCC1_HUMAN	VEGF coregulated chemokine 1	CID_45
ANA670	Thpo					myeloproliferative leukemia virus oncogene ligand;megakaryocyte growth and development factor;Cmpl ligand;thrombopoietin;megakaryocyte colonystimulating factor;	Ml;Tpo;Mgdf;Mpllg;	21832	MGI:101875	Thpo	-	http://www.ncbi.nlm.nih.gov/gene/?term=21832	D013926	Thrombopoietin	thrombopoietin	600044	7066	PR:000016318	thrombopoietin	myeloproliferative leukemia virus oncogene ligand;megakaryocyte growth and development factor;THPO;MGDF;C-mpl ligand;megakaryocyte colony-stimulating factor;ML;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000016318	-	10090	Thrombopoietin;	C-mpl ligand;ML;Megakaryocyte colony-stimulating factor;Megakaryocyte growth and development factor;MGDF;Myeloproliferative leukemia virus oncogene ligand;	TPO_MOUSE	Thrombopoietin	CID_158
ANA671	Tnf					cachectin;tumor necrosis factor;tumor necrosis factor ligand superfamily member 2;tumor necrosis factoralpha;	DIF;Tnfa;TNF-a;TNFSF2;Tnfsf1a;TNFalpha;TNF-alpha;	21926	MGI:104798	Tnf	TNF_alpha;tnf alpha;tnfa;tumor necrosis factor ligand superfamily member 2;tumor necrosis factor-{alpha};tnfalpha;tumor necrosis factor alpha;tumor necrosis factor{alpha};tnf-alpha;tnf-{alpha};tumor necrosis factor-alpha;tnf-a;tnf{alpha};cachectin;tnfsf2;tnf {alpha};tumor necrosis factor {alpha};	http://www.ncbi.nlm.nih.gov/gene/?term=21926	D014409	Tumor Necrosis Factor-alpha	tumor necrosis factor	191160	7124	PR:000000134	tumor necrosis factor alpha	TNFSF2;cachectin;tumor necrosis factor ligand superfamily member 2;TNF-alpha;TNFA;TNF-a;TNF;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000000134	49	10090	TNF;TNF a;TNF alpha;TNF-a;TNF-alpha;Tumor Necrosis Factor-alpha;tumor necrosis factor alpha;	Cachectin;TNF-alpha;Tumor necrosis factor ligand superfamily member 2;TNF-a;N-terminal fragment;NTF;ICD1;ICD2;	TNFA_MOUSE	Tumor necrosis factor, soluble form	CID_174
ANA672	Tnfrsf10b					KILLER/DR5 TRAIL death-inducing receptor;death receptor 5;tumor necrosis factor receptor superfamily member 10B;	DR5;KILLER;Ly98;MK;TRAILR2;TRICK2A;TRICK2B;TRICKB;	21933	MGI:1341090	Tnfrsf10b	-	http://www.ncbi.nlm.nih.gov/gene/?term=21933	-	-	tumor necrosis factor receptor superfamily, member 10b	603612	8795	PR:000002109	tumor necrosis factor receptor superfamily member 10B	TNFRSF10B;TRAIL receptor 2;TRICK2;TRAILR2;MK;KILLER;death receptor 5;ZTNFR9;TRAIL-R2;DR5;CD262;TNF-related apoptosis-inducing ligand receptor 2;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002109	-	10090	-	Death receptor 5;MK;	TR10B_MOUSE	Tumor necrosis factor receptor superfamily member 10B	CID_241
ANA673	Tnfrsf11a					osteoclast differentiation factor receptor;receptor activator of NF-KB;receptor activator of NF-kappaB;tumor necrosis factor receptor superfamily member 11A;	Ly109;ODFR;OFE;Rank;TRANCE-R;mRANK;	21934	MGI:1314891	Tnfrsf11a	-	http://www.ncbi.nlm.nih.gov/gene/?term=21934	-	-	tumor necrosis factor receptor superfamily, member 11a	603499	8792	PR:000001954	tumor necrosis factor receptor superfamily member 11A	receptor activator of NF-KB;RANK;ODFR;TNFRSF11A;CD265;osteoclast differentiation factor receptor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001954	-	10090	-	Osteoclast differentiation factor receptor;ODFR;Receptor activator of NF-KB;	TNR11_MOUSE	Tumor necrosis factor receptor superfamily member 11A	CID_238
ANA674	Tnfrsf11b					osteoclastogenesis inhibitory factor;osteoprotegerin;tumor necrosis factor receptor superfamily member 11B;	OCIF;Opg;TR1;	18383	MGI:109587	Tnfrsf11b	-	http://www.ncbi.nlm.nih.gov/gene/?term=18383	-	-	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	602643	4982	PR:000016480	tumor necrosis factor receptor superfamily member 11B	OCIF;TNFRSF11B;osteoprotegerin;OPG;osteoclastogenesis inhibitory factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000016480	-	10090	-	Osteoclastogenesis inhibitory factor;Osteoprotegerin;	TR11B_MOUSE	Tumor necrosis factor receptor superfamily member 11B	CID_226
ANA622	Il2rg					IL-2 receptor subunit gamma;IL-2R subunit gamma;IL-2RG;common cytokine receptor gamma chain variant b;common gamma chain;cytokine receptor common subunit gamma;gamma C receptor;gammaC;interleukin-2 receptor subunit gamma;p64;	RP23-440J15.2;CD132;[g]c;gamma(c);gc;	16186	MGI:96551	Il2rg	-	http://www.ncbi.nlm.nih.gov/gene/?term=16186	-	-	interleukin 2 receptor, gamma chain	308380	3561	PR:000001340	cytokine receptor common subunit gamma	CD132;IL-2 receptor subunit gamma;IL-2R subunit gamma;IL-2RG;IL2RG;cytokine receptor common gamma chain;interleukin-2 receptor subunit gamma;p64;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001340	-	10090	-	Interleukin-2 receptor subunit gamma;IL-2 receptor subunit gamma;IL-2R subunit gamma;IL-2RG;gammaC;p64;	IL2RG_MOUSE	Cytokine receptor common subunit gamma	CID_206
ANA623	Il3					Pcellstimulating factor;multipotential colonystimulating factor;hematopoietic growth factor;mast cell growth factor;interleukin3;	BPA;PSF;HCGF;Il-3;MCGF;Csfmu;	16187	MGI:96552	Il3	il-3;mast cell growth factor;interleukin 3;il3;interleukin-3;mcgf;mgc79399;csfmu;multipotential colony-stimulating factor;mgc79398;hematopoietic growth factor;multi-csf;p-cell-stimulating factor;	http://www.ncbi.nlm.nih.gov/gene/?term=16187	D007377	Interleukin-3	interleukin 3	147740	3562	PR:000001387	interleukin-3	MCGF;P-cell-stimulating factor;IL3;mast cell growth factor;Csfmu;IL-3;multipotential colony-stimulating factor;hematopoietic growth factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001387	175	10090	IL 3;IL-3;IL3;Interleukin-3;interleukin 3;	IL-3;Hematopoietic growth factor;Mast cell growth factor;MCGF;Multipotential colony-stimulating factor;P-cell-stimulating factor;	IL3_MOUSE	Interleukin-3	CID_125
ANA624	Il31					IL31;interleukin31;	1700013B14Rik;	76399	MGI:1923649	Il31	il-31;	http://www.ncbi.nlm.nih.gov/gene/?term=76399	-	-	interleukin 31	609509	386653	PR:000001316	interleukin-31	IL31;IL-31;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001316	159	10090	-	IL-31;	IL31_MOUSE	Interleukin-31	CID_126
ANA625	Il33					nuclear factor from high endothelial venules;interleukin33;	Il-33;Il1f11;NF-HEV;9230117N10Rik;	77125	MGI:1924375	Il33	il-33;	http://www.ncbi.nlm.nih.gov/gene/?term=77125	-	-	interleukin 33	608678	90865	PR:000001389	interleukin-33	nuclear factor from high endothelial venules;IL1F11;IL33;interleukin-1 family member 11;NF-HEV;IL-33;C9orf26;IL-1F11;NFHEV;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001389	151	10090	-	IL-33;	IL33_MOUSE	Interleukin-33	CID_128
ANA626	Il34					interleukin34;	AI593503;2010004A03Rik;	76527	MGI:1923777	Il34	il-34;fpt025;fam3d;26rfa;il34;oit1;p518;pyroglutamylated rfamide peptide;cgb-2;qrfp;interleukin-34;choriogonadotropin subunit beta variant 2;c16orf77;chorionic gonadotropin, beta polypeptide 2;interleukin 34;mgc34647;mgc119794;ef7;cgb2;family with sequence similarity 3, member d;	http://www.ncbi.nlm.nih.gov/gene/?term=76527	-	-	interleukin 34	612081	146433	PR:000001390	interleukin-34	IL-34;C16orf77;IL34;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001390	149	10090	-	IL-34;	IL34_MOUSE	Interleukin-34	CID_129
ANA627	Il3ra					-	CD123;CDw123;SUT-1;	16188	MGI:96553	Il3ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16188	-	-	interleukin 3 receptor, alpha chain	-	3563	PR:000001865	interleukin-3 receptor class 2 alpha chain	IL-3R-alpha;IL3RA;IL-3RA;IL3R;IL-3 receptor subunit alpha;Sut-1;interleukin-3 receptor class II alpha chain;IL-3R subunit alpha;CD123;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001865	-	10090	-	IL-3 receptor subunit alpha;IL-3R subunit alpha;IL-3R-alpha;IL-3RA;Interleukin-3 receptor class II alpha chain;	IL3RA_MOUSE	Interleukin-3 receptor subunit alpha	CID_207
ANA628	Il4					lymphocyte stimulatory factor 1;Bcell growth factor 1;Bcell stimulatory factor 1;interleukin4;Bcell IgG differentiation factor;IGG1 induction factor;	Il-4;BSF-1;	16189	MGI:96556	Il4	il-4;b-cell differentiation factor-gamma;bcdf-(gamma);ia inducing factor;bsf1;macrophage fusion factor;bcgf-1;b-cell growth factor-1;igg1 induction factor;igg1-enhancing factor;tcgf-2;interleukin 4;el4 b-cell growth factor;ige-ef;igg1-induction factor;hcgf;bcdf epsilon;hodgkin's cell growth factor;b-cell stimulatory factor 1;pitrakinra;mcgf-2;interleukin-4;magef;bcdf-epsilon;mff;binetrakin;lmw-bcgf;b-cell Igg differentiation factor;mgc79402;bcdf gamma;t-cell growth factor-2;il4;lymphocyte stimulatory factor 1;b-cell stimulating factor-1;bcdf-gamma;bcdf-(epsilon);el4-bcgf;ige enhancing factor;b-cell stimulating factor p1;iaif;b-cell differentiation factor-epsilon;mast cell growth enhancing factor;bsf-1;mast cell growth factor-2;b-cell growth factor 1;b-cell growth factor-gamma;low molecular weight b-cell growth factor;bcgf-gamma;bsf-p1;bcgf1;	http://www.ncbi.nlm.nih.gov/gene/?term=16189	D015847	Interleukin-4	interleukin 4	147780	3565	PR:000001391	interleukin-4	B-cell growth factor 1;binetrakin;lymphocyte stimulatory factor 1;pitrakinra;IL4;B-cell IgG differentiation factor;IL-4;BSF-1;B-cell stimulatory factor 1;IGG1 induction factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001391	169	10090	IL 4;IL-4;IL4;Interleukin-4;interleukin 4;	IL-4;B-cell IgG differentiation factor;B-cell growth factor 1;B-cell stimulatory factor 1;BSF-1;IGG1 induction factor;Lymphocyte stimulatory factor 1;	IL4_MOUSE	Interleukin-4	CID_131
ANA629	Il4ra					IL-4 receptor alpha chain;IL-4 receptor subunit alpha;IL-4R subunit alpha;IL-4R-alpha;IL-4RA;interleukin-4 receptor subunit alpha;	CD124;Il4r;	16190	MGI:105367	Il4ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16190	-	-	interleukin 4 receptor, alpha	147781	3566	PR:000001866	interleukin-4 receptor subunit alpha	IL4R;IL-4R subunit alpha;IL-4RA;IL-4 receptor subunit alpha;IL4RA;CD124;IL-4R-alpha;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001866	-	10090	-	IL-4 receptor subunit alpha;IL-4R subunit alpha;IL-4R-alpha;IL-4RA;Soluble IL-4 receptor subunit alpha;Soluble IL-4R-alpha;sIL4Ralpha/prot;IL-4-binding protein;IL4-BP;	IL4RA_MOUSE	Soluble interleukin-4 receptor subunit alpha	CID_208
ANA63	CXCL12					intercrine reduced in hepatomas;preB cell growthstimulating factor;stromal cellderived factor 1;	IRH;PBSF;SDF1;TLSF;TPAR1;SCYB12;	6387	HGNC:10672	CXCL12	-	http://www.ncbi.nlm.nih.gov/gene/?term=6387	D054377	Chemokine CXCL12	chemokine (C-X-C motif) ligand 12	600835	20315	PR:000006066	stromal cell-derived factor 1	SDF1A;TPAR1;TLSF;IRH;SDF1;SDF-1;SDF1B;12-O-tetradecanoylphorbol 13-acetate repressed protein 1;CXCL12;PBSF;C-X-C motif chemokine 12;intercrine reduced in hepatomas;pre-B cell growth-stimulating factor;thymic lymphoma cell-stimulating factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006066	-	9606	Chemokine CXCL12;	SDF-1;hSDF-1;C-X-C motif chemokine 12;Intercrine reduced in hepatomas;IRH;hIRH;Pre-B cell growth-stimulating factor;PBSF;	SDF1_HUMAN	SDF-1-alpha(3-67)	CID_40
ANA630	Il5					Bcell growth factor II;interleukin5;cytotoxic Tlymphocyte inducer;TRF;BCGFII;Tcell replacing factor;eosinophil differentiation factor;	Il-5;	16191	MGI:96557	Il5	il-5;bcdf-mu;trf1;colony-forming unit eosinophil growth stimulating factor;t-cell replacing factor 1;b-cell growth and differentiation factor;edf;colony-stimulating factor, eosinophil;b-cell growth factor-2;bcgf-2;b-cell growth factor ii;esp;dennert line b-cell growth factor;interleukin 5;eosinophil differentiation factor;b-cell differentiation factor-mu;bcdf-(alpha);iga enhancing factor;eosinophil colony-stimulating factor;t-cell replacing factor-1;bcdf-(mu);bcdf mu;b151 t-cell replacing factor;b-cell differentiation factor;t-cell replacing factor;eo-csf;bcgf-ii;khf;dl-bcgf;eo-df;eosinophil colony stimulating factor;killer helper factor;trf;interleukin-5;iga-ef;cfu-eo gsf;eosinophil stimulation promoter;il5;b151-trf;bcdf alpha;bcdf-alpha;b-cell differentiation factor i;trf-1;cytotoxic T-lymphocyte inducer;bcgf2;b-cell differentiation factor-alpha;	http://www.ncbi.nlm.nih.gov/gene/?term=16191	D015848	Interleukin-5	interleukin 5	147850	3567	PR:000001392	interleukin-5	BCGF-II;IL5;cytotoxic T-lymphocyte inducer;TRF;eosinophil differentiation factor;T-cell replacing factor;B-cell growth factor II;IL-5;B-cell differentiation factor I;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001392	171	10090	IL 5;IL-5;IL5;Interleukin-5;interleukin 5;	IL-5;B-cell growth factor II;BCGF-II;Cytotoxic T-lymphocyte inducer;Eosinophil differentiation factor;T-cell replacing factor;TRF;	IL5_MOUSE	Interleukin-5	CID_132
ANA631	Il5ra					IL-5 receptor alpha chain;IL-5 receptor subunit alpha;IL-5R subunit alpha;IL-5R-alpha;IL-5RA;interleukin-5 receptor subunit alpha;	CD125;CDw125;Il5r;	16192	MGI:96558	Il5ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16192	-	-	interleukin 5 receptor, alpha	147851	3568	PR:000001867	interleukin-5 receptor subunit alpha	IL-5R subunit alpha;IL-5RA;CDw125;IL5RA;CD125;IL5R;IL-5 receptor subunit alpha;IL-5R-alpha;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001867	-	10090	-	IL-5 receptor subunit alpha;IL-5R subunit alpha;IL-5R-alpha;IL-5RA;	IL5RA_MOUSE	Interleukin-5 receptor subunit alpha	CID_209
ANA632	Il6					interleukin6;Bcell hybridoma growth factor;interleukin HP1;	Il-6;	16193	MGI:96559	Il6	il-6;cytotoxic t-cell differentiation factor;taf;interferon-beta-2;thrombopoietin;interleukin-hybridoma/plasmacytoma-1;interleukin hp-1;fdgi;differentiation inducing factor for human monoblastic leukemia cells;interleukin 6;cpa;ifn-beta-2;b-cell stimulating factor;myeloma gf;differentiation inducing factor;mk potentiator;l-gi factor;natural killer cell activity-augmenting factor;cytolytic t-lymphocyte differentiation factor;interferon beta-2;il6;b-cell stimulating factor-2;hybridoma growth factor;interleukin-hemopoietin-1;colony promoting activity;hsf-1;b-cell stimulating factor p2;fibroblast derived differentiation inducing factor for human monoblastic leukemia cells;cdf;ilhp1;pct-gf;choline acetyltransferase development factor;hgi;macrophage-granulocyte inducer-2a;hsf;ctl differentiation factor;b-cell hybridoma growth factor;mgi-2a;bsf2;natural killer cell activating factor;hpgf;hgf;myeloma growth factor;cat development factor;plasmacytoma growth factor;ifnb2;murine lung-derived growth inhibitory factor;dif;wi-26-va4 factor;hp1;b-cell stimulatory factor 2;fibroblast-derived growth inhibitor;interferon, beta 2;bcsf;t-cell activating factor;csf-309;fsf;cytolytic differentiation factor for t-lymphocytes;interleukin-6;hybridoma/plasmacytoma growth factor;hematopoietic colony stimulating factor-309;fibronectin stimulating factor;nkaf;hepatocyte growth inhibitory factor;l-hgf;hepatocyte stimulating factor-1;tpo;bsf-p2;bsf-2;	http://www.ncbi.nlm.nih.gov/gene/?term=16193	D015850	Interleukin-6	interleukin 6	147620	3569	PR:000001393	interleukin-6	B-cell stimulatory factor 2;interferon beta-2;interleukin HP-1;BSF-2;B-cell hybridoma growth factor;hybridoma growth factor;IL-6;CTL differentiation factor;IFN-beta-2;IL6;CDF;IFNB2;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001393	183	10090	IL 6;IL-6;IL6;Interleukin-6;interleukin 6	IL-6;B-cell hybridoma growth factor;Interleukin HP-1;	IL6_MOUSE	Interleukin-6	CID_133
ANA633	Il6ra					IL-6 receptor alpha chain;IL-6 receptor subunit alpha;IL-6R 1;IL-6R subunit alpha;IL-6R-alpha;IL-6RA;interleukin-6 receptor subunit alpha;	CD126;IL-6R;Il6r;	16194	MGI:105304	Il6ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16194	-	-	interleukin 6 receptor, alpha	147880	3570	PR:000001394	interleukin-6 receptor subunit alpha	IL-6R subunit alpha;IL-6RA;IL-6R 1;IL-6R-alpha;membrane glycoprotein 80;IL6RA;IL6R;Il6ra;IL-6 receptor subunit alpha;CD126;gp80;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001394	-	10090	-	IL-6 receptor subunit alpha;IL-6R subunit alpha;IL-6R-alpha;IL-6RA;IL-6R 1;	IL6RA_MOUSE	Interleukin-6 receptor subunit alpha	CID_210
ANA634	Il6st					IL-6 receptor subunit beta;IL-6R subunit beta;IL-6R-beta;IL-6RB;interleukin-6 receptor subunit beta;interleukin-6 signal transducer;membrane glycoprotein 130;oncostatin-M receptor subunit alpha;	5133400A03Rik;AA389424;BB405851;CD130;D13Ertd699e;gp130;	16195	MGI:96560	Il6st	-	http://www.ncbi.nlm.nih.gov/gene/?term=16195	-	-	interleukin 6 signal transducer	600694	3572	PR:000001868	interleukin-6 receptor subunit beta	IL6ST;IL-6R subunit beta;oncostatin-M receptor subunit alpha;membrane glycoprotein 130;gp130;CD130;CDw130;IL-6R-beta;IL-6 receptor subunit beta;IL-6RB;interleukin-6 signal transducer;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001868	-	10090	-	IL-6 receptor subunit beta;IL-6R subunit beta;IL-6R-beta;IL-6RB;Interleukin-6 signal transducer;Membrane glycoprotein 130;gp130;Oncostatin-M receptor subunit alpha;	IL6RB_MOUSE	Interleukin-6 receptor subunit beta	CID_211
ANA69	CXCL3					macrophage inflammatory protein 2beta;MGSA gamma;GROgamma;GROgamma(173);MIP2beta;CXC motif chemokine 3;melanoma growth stimulatory activity gamma;GRO3 oncogene;growthregulated protein gamma;	GRO3;GROg;MIP2B;SCYB3;MIP-2b;CINC-2b;	2921	HGNC:4604	CXCL3	cxcl-3;	http://www.ncbi.nlm.nih.gov/gene/?term=2921	-	-	chemokine (C-X-C motif) ligand 3	139111	330122	PR:000006070	C-X-C motif chemokine 3	SCYB3;MIP2-beta;GRO-gamma(1-73);CXCL3;GRO-gamma;dendritic cell inflammatory protein 1;GRO3;Gm1960;GROG;growth-regulated protein gamma;Dcip1;macrophage inflammatory protein 2-beta;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006070	265	9606	-	GRO-gamma(1-73);Growth-regulated protein gamma;GRO-gamma;Macrophage inflammatory protein 2-beta;MIP2-beta;	CXCL3_HUMAN	GRO-gamma(5-73)	CID_47
ANA690	Tnfsf14					tumor necrosis factor ligand superfamily member 14;	LTg;HVEML;LIGHT;Ly113;HVEM-L;	50930	MGI:1355317	Tnfsf14	tnfsf14;tumor necrosis factor ligand superfamily member 14;cd258;hveml;herpesvirus entry mediator ligand;herpes virus entry mediator ligand;hvem-l;tr2;light;ltg;tumor necrosis factor (ligand) superfamily, member 14;	http://www.ncbi.nlm.nih.gov/gene/?term=50930	D053326	Tumor Necrosis Factor Ligand Superfamily Member 14	tumor necrosis factor (ligand) superfamily, member 14	604520	8740	PR:000002222	tumor necrosis factor ligand superfamily member 14	CD258;HVEM-L;herpes virus entry mediator ligand;TNFSF14;LIGHT;herpesvirus entry mediator ligand;HVEML;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002222	73	10090	-	-	TNF14_MOUSE	Tumor necrosis factor ligand superfamily member 14, soluble form	CID_169
ANA691	Tnfsf15					vascular endothelial growth inhibitor;bM20K13.3 (tumor necrosis factor (ligand) superfamily, member 15);TNF ligandrelated molecule 1;tumor necrosis factor ligand superfamily member 15;vascular endothelial cell growth inhibitor;	Tl1;Tl1a;Vegi;	326623	MGI:2180140	Tnfsf15	tnfsf15;vascular endothelial growth inhibitor;mgc129935;mgc129934;tumor necrosis factor ligand superfamily member 15;vegi192a;vegi-192a;vegi;tl1;tnf ligand-related molecule 1;tl1a;tumor necrosis factor (ligand) superfamily, member 15;	http://www.ncbi.nlm.nih.gov/gene/?term=326623	D053380	Tumor Necrosis Factor Ligand Superfamily Member 15	tumor necrosis factor (ligand) superfamily, member 15	604052	9966	PR:000002223	tumor necrosis factor ligand superfamily member 15	TL1;VEGI;TNFSF15;TNF ligand-related molecule 1;vascular endothelial cell growth inhibitor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002223	71	10090	-	TNF ligand-related molecule 1;Vascular endothelial cell growth inhibitor;	TNF15_MOUSE	Tumor necrosis factor ligand superfamily member 15	CID_170
ANA692	Tnfsf18					GITR ligand;glucocorticoid-induced TNF-related ligand;glucocorticoid-induced-tumor necrosis factor receptor ligand;	Gitrl;	240873	MGI:2673064	Tnfsf18	-	http://www.ncbi.nlm.nih.gov/gene/?term=240873	-	-	tumor necrosis factor (ligand) superfamily, member 18	603898	8995	PR:000016488	tumor necrosis factor ligand superfamily member 18	AITRL;GITRL;TL6;TNFSF18;activation-inducible TNF-related ligand;glucocorticoid-induced TNF-related ligand;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000016488	-	10090	-	GITRL;Glucocorticoid-induced TNF-related ligand;	TNF18_MOUSE	Tumor necrosis factor ligand superfamily member 18	CID_272
ANA693	Tnfsf4					taxtranscriptionally activated glycoprotein 1 ligand;tumor necrosis factor ligand superfamily member 4;atherosclerosis 1;OX40 ligand;	Ath1;gp34;Ath-1;Ox40l;TXGP1;CD134L;OX-40L;Txgp1l;	22164	MGI:104511	Tnfsf4	tnfsf4;txgp-1;tumor necrosis factor ligand superfamily member 4;glycoprotein gp34;ox40l;cd252;txgp1l;ox-40l;tax transcriptionally-activated glycoprotein 1;gp34;cd134l;tumor necrosis factor (ligand) superfamily, member 4;txgp1;ox40 ligand;	http://www.ncbi.nlm.nih.gov/gene/?term=22164	D053278	OX40 Ligand	tumor necrosis factor (ligand) superfamily, member 4	603594	7292	PR:000001949	tumor necrosis factor ligand superfamily member 4	Txgp1l;TNFSF4;TXGP1;glycoprotein Gp34;TAX transcriptionally-activated glycoprotein 1;CD252;OX40L;OX40 ligand;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001949	63	10090	-	OX40 ligand;OX40L;	TNFL4_MOUSE	Tumor necrosis factor ligand superfamily member 4	CID_171
ANA694	Tnfsf8					tumor necrosis factor ligand superfamily member 8;CD30 ligand;CD30L;	CD153;Cd30l;CD30LG;	21949	MGI:88328	Tnfsf8	tnfsf8;cd30lg;tumor necrosis factor (ligand) superfamily, member 8;cd30 ligand;cd30l;tumor necrosis factor ligand superfamily member 8;mgc138144;cd153;cd30-l;	http://www.ncbi.nlm.nih.gov/gene/?term=21949	D053285	CD30 Ligand	tumor necrosis factor (ligand) superfamily, member 8	603875	944	PR:000001404	tumor necrosis factor ligand superfamily member 8	TNFSF8;CD30-L;CD153;CD30LG;CD30 ligand;CD30L;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001404	57	10090	-	CD30 ligand;CD30-L;	TNFL8_MOUSE	Tumor necrosis factor ligand superfamily member 8	CID_172
ANA695	Tnfsf9					tumor necrosis factor ligand superfamily member 9;4-1BB ligand;	Ly63l;4-1BBL;Cd137l;4-1BB-L;AI848817;	21950	MGI:1101058	Tnfsf9	tnfsf9;cd157l;ly63l;4-1bb-l;4-1bbl;41bb-l;41bbl;tumor necrosis factor ligand superfamily member 9;cd137l;tumor necrosis factor (ligand) superfamily, member 9;	http://www.ncbi.nlm.nih.gov/gene/?term=21950	D053330	4-1BB Ligand	tumor necrosis factor (ligand) superfamily, member 9	606182	8744	PR:000016489	tumor necrosis factor ligand superfamily member 9	Cd137l;4-1BBL;4-1BB ligand;Ly63l;Cd157l;TNFSF9;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000016489	61	10090	-	4-1BB ligand;4-1BBL;	TNFL9_MOUSE	Tumor necrosis factor ligand superfamily member 9	CID_173
